"","TOWN","LAT","LNG"
"754","Kimunye","-0.4341792","37.3092367"
"755","Kimunye","-0.4341792","37.3092367"
"756","Kimunye","-0.4341792","37.3092367"
"757","Kimunye","-0.4341792","37.3092367"
"758","Kimunyu","-1.0552072","36.9453585"
"759","Kimunyu","-1.0552072","36.9453585"
"760","Kinale","1.019089","35.0023048"
"761","Kinale","1.019089","35.0023048"
"762","Kinamba","0.4131607","36.3213639"
"763","Kinamba","0.4131607","36.3213639"
"764","Kinamba","0.4131607","36.3213639"
"765","Kinamba","0.4131607","36.3213639"
"766","Kinamba","0.4131607","36.3213639"
"767","Kinamba","0.4131607","36.3213639"
"768","Kinamba","0.4131607","36.3213639"
"769","Kinamba","0.4131607","36.3213639"
"770","Kingongo","-0.4144574","36.962167"
"771","Kingongo","-0.4144574","36.962167"
"772","Kingongo","-0.4144574","36.962167"
"773","Kingongo","-0.4144574","36.962167"
"774","Kingongo","-0.4144574","36.962167"
"775","Kinja","-0.5701639","36.6019928"
"776","Kinunga","-1.7454601","41.4887787"
"777","Kipipiri","-0.437432","36.542673"
"778","Kipipiri","-0.437432","36.542673"
"779","Kiranga","-4.5913629","38.2572611"
"782","Kirere","-0.8097346","37.0072062"
"783","Kirere","-0.8097346","37.0072062"
"784","Kirere","-0.8097346","37.0072062"
"785","Kirere","-0.8097346","37.0072062"
"786","Kirere","-0.8097346","37.0072062"
"787","Kiria","-1.22079","34.5528387"
"788","Kiria","-1.22079","34.5528387"
"789","Kiriaini","-0.6020966","36.9516027"
"790","Kiriaini","-0.6020966","36.9516027"
"791","Kiriaini","-0.6020966","36.9516027"
"792","Kiriaini","-0.6020966","36.9516027"
"793","Kiriaini","-0.6020966","36.9516027"
"794","Kiriaini","-0.6020966","36.9516027"
"795","Kiriaini","-0.6020966","36.9516027"
"796","Kiriaini","-0.6020966","36.9516027"
"797","Kiriaini","-0.6020966","36.9516027"
"798","Kiriaini","-0.6020966","36.9516027"
"799","Kiriani","-0.600052","36.9567938"
"800","Kiriani","-0.600052","36.9567938"
"801","Kiriani","-0.600052","36.9567938"
"802","Kiriani","-0.600052","36.9567938"
"803","Kiriani","-0.600052","36.9567938"
"804","Kiriani","-0.600052","36.9567938"
"805","Kiriani","-0.600052","36.9567938"
"806","Kiriani","-0.600052","36.9567938"
"807","Kirianini","-0.6020966","36.9516027"
"808","Kiriari","-0.3957162","37.4748084"
"809","Kiriari","-0.3957162","37.4748084"
"810","Kirichu","-0.366667","35.3"
"811","Kirichu","-0.366667","35.3"
"812","Kirichu","-0.366667","35.3"
"813","Kirima","-0.7012197","37.1459879"
"814","Kirimunge","-0.154284","37.3175"
"815","Kiriti","-1.2816102","36.666324"
"816","Kirua","-3.3655842","37.4841437"
"818","Kirwara","-0.9295549","36.9430865"
"819","Kirwara","-0.9295549","36.9430865"
"820","Kirwara","-0.9295549","36.9430865"
"821","kirwara","-0.9295549","36.9430865"
"822","Kirwara","-0.9295549","36.9430865"
"823","Kisima","0.936306","36.7765641"
"824","Kisima","0.936306","36.7765641"
"825","Kisima","0.936306","36.7765641"
"826","Kisima-Maralal","0.949565","36.7543412"
"827","Kisima-Maralal","0.949565","36.7543412"
"828","Koibe","0.05","38.4211111"
"830","Koimbi","-0.7084333","36.9873486"
"833","Kora","-0.1047222","38.7583333"
"834","Kula Mawe","0.5746474","38.1490478"
"841","Kwa Lord","-1.3157465","36.891264"
"845","Laari","0.1249853","36.2658247"
"846","Landless","-1.067883","37.1499794"
"847","Landless","-1.067883","37.1499794"
"848","Leshau","0.0263889","36.4136111"
"849","Leshau","0.0263889","36.4136111"
"850","Leshau","0.0263889","36.4136111"
"851","Mabanda","-4.279578","39.1794562"
"852","Machinery","-1.0937633","37.0133675"
"853","Machinery","-1.0937633","37.0133675"
"854","Machinery","-1.0937633","37.0133675"
"855","Maganjo","-4.0653695","39.6705392"
"856","Magumu","-0.8626946","36.565665"
"857","Magumu","-0.8626946","36.565665"
"858","Magumu","-0.8626946","36.565665"
"859","Magumu","-0.8626946","36.565665"
"860","Magumu","-0.8626946","36.565665"
"861","Magumu","-0.8626946","36.565665"
"862","Mahiga","0.0288391","37.1142304"
"863","Mahiga","0.0288391","37.1142304"
"864","Maina village","0.061849","36.353851"
"865","Maina village","0.061849","36.353851"
"866","Maina village","0.061849","36.353851"
"867","Maina village","0.061849","36.353851"
"868","Mairo B","-0.5913844","36.9514524"
"869","Mairo inya","0.0357994","36.3663661"
"870","Mairo inya","0.0357994","36.3663661"
"871","Mairo Inya","0.0357994","36.3663661"
"872","Mairo Inya","0.0357994","36.3663661"
"873","Mairo inya","0.0357994","36.3663661"
"874","Mairo Inya","0.0357994","36.3663661"
"875","Mairo Inya","0.0357994","36.3663661"
"876","Mairo Inya","0.0357994","36.3663661"
"877","Mairo Inya","0.0357994","36.3663661"
"878","Mairo Inya","0.0357994","36.3663661"
"879","Mairo Inya","0.0357994","36.3663661"
"880","Makangu","-0.7166667","37.05"
"881","Makenji","-1.0053155","37.0782995"
"882","Makenji","-1.0053155","37.0782995"
"883","Makongeni","-1.2976047","36.8505924"
"884","Makuyu","-0.8276349","37.2329979"
"885","Makuyu","-0.8276349","37.2329979"
"886","Makuyu","-0.8276349","37.2329979"
"887","Malalal","1.0931431","36.7018311"
"888","Mangu","-0.9666667","36.9"
"889","Mangu","-0.9666667","36.9"
"890","Mangu","-0.9666667","36.9"
"891","Mangu","-0.9666667","36.9"
"892","Manguo","-1.1032127","36.6323335"
"893","Maragua","-0.794421","37.13122"
"894","Maragua","-0.794421","37.13122"
"895","Maragua","-0.794421","37.13122"
"896","Maragwa","-0.794421","37.13122"
"897","Maragwa","-0.794421","37.13122"
"898","Maragwa","-0.794421","37.13122"
"899","Maragwa","-0.794421","37.13122"
"900","Maragwa","-0.794421","37.13122"
"901","Maragwa","-0.794421","37.13122"
"902","Maralal","1.0931431","36.7018311"
"903","Maralal","1.0931431","36.7018311"
"904","Maralal","1.0931431","36.7018311"
"905","Maralal","1.0931431","36.7018311"
"906","Maralal","1.0931431","36.7018311"
"907","Maralal","1.0931431","36.7018311"
"908","Maralal","1.0931431","36.7018311"
"909","Maralal","1.0931431","36.7018311"
"910","Maralal","1.0931431","36.7018311"
"911","Maralal","1.0931431","36.7018311"
"912","Maralal","1.0931431","36.7018311"
"913","Maralal","1.0931431","36.7018311"
"914","Maralal","1.0931431","36.7018311"
"915","Maralal","1.0931431","36.7018311"
"916","Maralal","1.0931431","36.7018311"
"917","Mararal","1.0931431","36.7018311"
"918","Mararal","1.0931431","36.7018311"
"919","Mararal","1.0931431","36.7018311"
"920","Mararal","1.0931431","36.7018311"
"921","Mariira","-0.7889102","36.9194055"
"922","Marmanet","0.1666667","36.2833333"
"923","Marmanet","0.1666667","36.2833333"
"924","Marmanet","0.1666667","36.2833333"
"925","Marmanet","0.1666667","36.2833333"
"926","Marmanet","0.1666667","36.2833333"
"927","Marua","-0.4534067","37.0455"
"928","Marua","-0.4534067","37.0455"
"929","Maseno","-0.0067175","34.5985158"
"933","Matara","-0.0487974","36.1827824"
"935","Mathari","-1.2617158","36.8492471"
"936","Mathari","-1.2617158","36.8492471"
"937","Mathari","-1.2617158","36.8492471"
"938","Mathioya","-0.7174614","37.1359188"
"939","Matira","0.9239899","35.5553627"
"940","Matopeni","-1.2642226","36.9266102"
"941","Matundura","-0.6175219","36.5253287"
"942","Matwiku","-1.8699562","37.4391304"
"943","Mawingo","1.2746522","35.1032281"
"944","Mawingo","1.2746522","35.1032281"
"945","Mawingo","1.2746522","35.1032281"
"946","Mbiri","-0.48","37.4"
"950","Miharati","-0.4018323","36.4878241"
"951","Miharati","-0.4018323","36.4878241"
"952","Miharati","-0.4018323","36.4878241"
"953","Miharati","-0.4018323","36.4878241"
"954","Miharati","-0.4018323","36.4878241"
"955","Miharati","-0.4018323","36.4878241"
"957","Mihuti","-0.5654672","37.0769244"
"958","Mihuti","-0.5654672","37.0769244"
"966","Mithini","-1.2","37.9666667"
"967","Mitumbiri","-1.327521","36.8222719"
"968","Mohotetu","0.3546187","36.384549"
"969","Molem","-0.1544795","34.8364597"
"972","Muchagara","-0.7806341","37.224437"
"974","Muchatha","-1.192126","36.7752175"
"975","Muchongoi","0.0166667","36.1"
"976","Mugeka","-0.6480521","37.1013169"
"977","Mugoiri","-1.2860516","36.7783243"
"978","Muguga","-1.2551409","36.6579649"
"979","Muguga","-1.2551409","36.6579649"
"981","Muhotetu","0.3546187","36.384549"
"982","Muhotetu","0.3546187","36.384549"
"983","Mujujune","0.0741496","37.5711796"
"984","Mujwa","-1.3074084","36.9192405"
"985","Mukangu","-0.7166667","37.05"
"986","mukarara","-0.6891291","36.9818277"
"987","mukarara","-0.6891291","36.9818277"
"988","Mukarara","-0.6891291","36.9818277"
"989","Mukarara","-0.6891291","36.9818277"
"990","Mukore","-1.1896834","36.6072902"
"991","Mukothima","0.0111146","37.9428989"
"992","Mukothima","0.0111146","37.9428989"
"993","Mukurweini","-0.5457121","37.0158555"
"994","Mukurweini","-0.5457121","37.0158555"
"995","Mukurweini","-0.5457121","37.0158555"
"996","Mukurweini","-0.5457121","37.0158555"
"997","Mukurweini","-0.5457121","37.0158555"
"998","Mukurweini","-0.5457121","37.0158555"
"999","Mukurweini","-0.5457121","37.0158555"
"1000","Mukurweini","-0.5457121","37.0158555"
"1001","Mukurweini","-0.5457121","37.0158555"
"1002","Mukurweini","-0.5457121","37.0158555"
"1003","Mukurweini","-0.5457121","37.0158555"
"1004","Mukurweini","-0.5457121","37.0158555"
"1005","Mukurweini","-0.5457121","37.0158555"
"1006","Mukurweini","-0.5457121","37.0158555"
"1007","Mukurweini","-0.5457121","37.0158555"
"1008","Mukurweini","-0.5457121","37.0158555"
"1009","Mukuuni","-0.391972","37.6519668"
"1010","Mukuuri","-1.1896834","36.6072902"
"1011","Mukuyu","-0.8276349","37.2329979"
"1012","Mukuyu","-0.8276349","37.2329979"
"1013","Mukuyu","-0.8276349","37.2329979"
"1014","Mukuyu","-0.8276349","37.2329979"
"1015","Mukuyu","-0.8276349","37.2329979"
"1016","Mukuyu","-0.8276349","37.2329979"
"1017","Mukuyu","-0.8276349","37.2329979"
"1018","Mukuyu","-0.8276349","37.2329979"
"1023","Mungaria","-1.2828604","36.8302609"
"1024","Mununga","-0.7428227","36.8559734"
"1025","Mununga","-0.7428227","36.8559734"
"1026","Mununga","-0.7428227","36.8559734"
"1027","Munyaka","-1.2893015","36.8446711"
"1028","Munyaka","-1.2893015","36.8446711"
"1029","Munyaka","-1.2893015","36.8446711"
"1030","Munyange","-0.500705","36.8667299"
"1032","Munyu","-0.214256","37.0710318"
"1033","Munyu","-0.214256","37.0710318"
"1034","Munyu","-0.214256","37.0710318"
"1035","Munyu","-0.214256","37.0710318"
"1036","Munyu","-0.214256","37.0710318"
"1037","Muranga","-0.7839281","37.0400339"
"1038","Muranga","-0.7839281","37.0400339"
"1039","Muranga","-0.7839281","37.0400339"
"1040","Muranga","-0.7839281","37.0400339"
"1041","Muranga","-0.7839281","37.0400339"
"1042","Muranga","-0.7839281","37.0400339"
"1043","Muranga","-0.7839281","37.0400339"
"1044","Muranga","-0.7839281","37.0400339"
"1045","Muranga","-0.7839281","37.0400339"
"1046","Muranga","-0.7839281","37.0400339"
"1047","Muranga","-0.7839281","37.0400339"
"1048","Muranga","-0.7839281","37.0400339"
"1049","Muranga","-0.7839281","37.0400339"
"1050","Muranga","-0.7839281","37.0400339"
"1051","Muranga","-0.7839281","37.0400339"
"1052","Muranga","-0.7839281","37.0400339"
"1053","Muranga","-0.7839281","37.0400339"
"1054","Muranga","-0.7839281","37.0400339"
"1055","Muranga","-0.7839281","37.0400339"
"1056","Muranga","-0.7839281","37.0400339"
"1057","Muranga","-0.7839281","37.0400339"
"1058","Muranga","-0.7839281","37.0400339"
"1059","Muranga","-0.7839281","37.0400339"
"1060","Muranga","-0.7839281","37.0400339"
"1061","Muranga","-0.7839281","37.0400339"
"1062","Muranga","-0.7839281","37.0400339"
"1063","Muranga","-0.7839281","37.0400339"
"1064","Muranga","-0.7839281","37.0400339"
"1065","Muranga","-0.7839281","37.0400339"
"1066","Muranga","-0.7839281","37.0400339"
"1067","Muranga","-0.7839281","37.0400339"
"1068","Muranga","-0.7839281","37.0400339"
"1069","Muranga","-0.7839281","37.0400339"
"1070","Muranga","-0.7839281","37.0400339"
"1071","Muranga","-0.7839281","37.0400339"
"1072","Muranga","-0.7839281","37.0400339"
"1073","Muranga","-0.7839281","37.0400339"
"1074","Muranga","-0.7839281","37.0400339"
"1075","Muranga teachers college","-0.9004771","37.2106075"
"1076","Muranga Town","-0.7236858","37.1606968"
"1077","Muranga Town","-0.7236858","37.1606968"
"1078","Muranga Town","-0.7236858","37.1606968"
"1079","Muranga Town","-0.7236858","37.1606968"
"1080","Murarandia","-0.7324939","36.9268383"
"1081","Murengeti","0.8459085","35.2593622"
"1082","Murera","0.3","38.1166667"
"1083","Muringene","0.3015647","37.9219723"
"1084","Muringene","0.3015647","37.9219723"
"1085","Muringene","0.3015647","37.9219723"
"1086","Muringene","0.3015647","37.9219723"
"1087","muringene","0.3015647","37.9219723"
"1088","Muringene","0.3015647","37.9219723"
"1089","Muringene","0.3015647","37.9219723"
"1090","Murinya","0.1043948","37.5397962"
"1091","Muriri","0.2787179","37.7039702"
"1092","Muriri","0.2787179","37.7039702"
"1093","Muriri","0.2787179","37.7039702"
"1094","Muriri","0.2787179","37.7039702"
"1095","Muruatetu","-0.4699875","37.4995458"
"1096","Muruguru","-0.47","37.03"
"1097","Muruka","-0.9360849","37.0658572"
"1098","Muruka","-0.9360849","37.0658572"
"1099","Muruka","-0.9360849","37.0658572"
"1100","Murungaru","-0.5864601","36.4901984"
"1101","Murungaru","-0.5864601","36.4901984"
"1102","Murungaru","-0.5864601","36.4901984"
"1103","Murungaru","-0.5864601","36.4901984"
"1104","Murungaru","-0.5864601","36.4901984"
"1105","Murungaru","-0.5864601","36.4901984"
"1106","Murungurune","-0.5864601","36.4901984"
"1107","Mururi","-0.5561353","37.378717"
"1108","Mururi","-0.5561353","37.378717"
"1110","Muthara","0.22","37.8"
"1111","Muthara","0.22","37.8"
"1112","Muthara","0.22","37.8"
"1113","Muthatari","-0.549001","37.4769093"
"1114","Muthengera","0.2108565","36.3237348"
"1115","Muthengera","0.2108565","36.3237348"
"1116","Muthengera","0.2108565","36.3237348"
"1117","Muthigini","-1.249467","36.6844761"
"1118","Muthigini","-1.249467","36.6844761"
"1119","Muthinga","-1.2445653","36.8304102"
"1120","Muthinga","-1.2445653","36.8304102"
"1121","Muthinga","-1.2445653","36.8304102"
"1122","Muthithi","-1.2674102","36.8084741"
"1123","Muthithi","-1.2674102","36.8084741"
"1124","Muthithi","-1.2674102","36.8084741"
"1125","Muthithi","-1.2674102","36.8084741"
"1127","Muti","-0.25","36.7166667"
"1128","Mutomo","-1.846384","38.2084547"
"1129","Mweiga","-0.210126","36.9572927"
"1130","Mweiga","-0.210126","36.9572927"
"1131","Mweiga","-0.210126","36.9572927"
"1132","Mweiga","-0.210126","36.9572927"
"1133","Mweiga","-0.210126","36.9572927"
"1134","Mweiga","-0.210126","36.9572927"
"1135","Mweiga","-0.210126","36.9572927"
"1136","Mweiga","-0.210126","36.9572927"
"1137","Mweiga","-0.210126","36.9572927"
"1138","Mweiga","-0.210126","36.9572927"
"1139","Mwendandu","-1.5223017","37.2698978"
"1140","Mwendandu","-1.5223017","37.2698978"
"1141","Mwendandu","-1.5223017","37.2698978"
"1142","Mwichwiri","-0.1563876","37.0873175"
"1143","Mwichwiri","-0.1563876","37.0873175"
"1144","Nairutia","-0.1166667","36.7166667"
"1145","Nairutia","-0.1166667","36.7166667"
"1146","Nanyuki","0.016667","37.066667"
"1147","Nanyuki","0.016667","37.066667"
"1148","Nanyuki","0.016667","37.066667"
"1149","Nanyuki","0.016667","37.066667"
"1150","Nanyuki","0.016667","37.066667"
"1151","Nanyuki","0.016667","37.066667"
"1152","Nanyuki","0.016667","37.066667"
"1153","Nanyuki","0.016667","37.066667"
"1154","Nanyuki","0.016667","37.066667"
"1155","Nanyuki","0.016667","37.066667"
"1156","Nanyuki","0.016667","37.066667"
"1157","Nanyuki","0.016667","37.066667"
"1158","Nanyuki","0.016667","37.066667"
"1159","Nanyuki","0.016667","37.066667"
"1160","Nanyuki","0.016667","37.066667"
"1161","Nanyuki","0.016667","37.066667"
"1162","Nanyuki","0.016667","37.066667"
"1163","Nanyuki","0.016667","37.066667"
"1164","Nanyuki","0.016667","37.066667"
"1165","Nanyuki","0.016667","37.066667"
"1166","Nanyuki","0.016667","37.066667"
"1167","Nanyuki","0.016667","37.066667"
"1168","Nanyuki","0.016667","37.066667"
"1169","Nanyuki","0.016667","37.066667"
"1170","Nanyuki","0.016667","37.066667"
"1171","Nanyuki","0.016667","37.066667"
"1172","Nanyuki","0.016667","37.066667"
"1173","Nanyuki","0.016667","37.066667"
"1174","Nanyuki","0.016667","37.066667"
"1175","Nanyuki","0.016667","37.066667"
"1176","Nanyuki","0.016667","37.066667"
"1177","Nanyuki","0.016667","37.066667"
"1178","Nanyuki","0.016667","37.066667"
"1179","Nanyuki","0.016667","37.066667"
"1180","Nanyuki","0.016667","37.066667"
"1181","Nanyuki","0.016667","37.066667"
"1182","Nanyuki","0.016667","37.066667"
"1183","Nanyuki","0.016667","37.066667"
"1184","Nanyuki","0.016667","37.066667"
"1185","Nanyuki","0.016667","37.066667"
"1186","Nanyuki","0.016667","37.066667"
"1187","Nanyuki","0.016667","37.066667"
"1188","Nanyuki","0.016667","37.066667"
"1189","Nanyuki","0.016667","37.066667"
"1190","Nanyuki","0.016667","37.066667"
"1191","Nanyuki","0.016667","37.066667"
"1192","Nanyuki","0.016667","37.066667"
"1193","Nanyuki","0.016667","37.066667"
"1194","Nanyuki","0.016667","37.066667"
"1195","Nanyuki","0.016667","37.066667"
"1196","Nanyuki","0.016667","37.066667"
"1197","Nanyuki","0.016667","37.066667"
"1198","Nanyuki","0.016667","37.066667"
"1199","Nanyuki","0.016667","37.066667"
"1200","Nanyuki","0.016667","37.066667"
"1201","Nanyuki","0.016667","37.066667"
"1202","Nanyuki","0.016667","37.066667"
"1203","Nanyuki","0.016667","37.066667"
"1204","Nanyuki","0.016667","37.066667"
"1205","Nanyuki","0.016667","37.066667"
"1206","Nanyuki","0.016667","37.066667"
"1207","Nanyuki","0.016667","37.066667"
"1208","Nanyuki","0.016667","37.066667"
"1209","Nanyuki","0.016667","37.066667"
"1210","Naromoru","-0.166667","37.016667"
"1211","Naromoru","-0.166667","37.016667"
"1212","Naromoru","-0.166667","37.016667"
"1213","Naromoru","-0.166667","37.016667"
"1214","Naromoru","-0.166667","37.016667"
"1215","Naromoru","-0.166667","37.016667"
"1216","Naromoru","-0.166667","37.016667"
"1217","Naromoru","-0.166667","37.016667"
"1218","Naromoru","-0.166667","37.016667"
"1219","Naromoru","-0.166667","37.016667"
"1220","Naromoru","-0.166667","37.016667"
"1221","Naromoru","-0.166667","37.016667"
"1222","Naromoru","-0.166667","37.016667"
"1223","Naromoru","-0.166667","37.016667"
"1224","Naromoru","-0.166667","37.016667"
"1225","Naromoru","-0.166667","37.016667"
"1226","Naromoru","-0.166667","37.016667"
"1227","Narumoru","-0.166667","37.016667"
"1228","Narumoru","-0.166667","37.016667"
"1229","Nchiru","0.1325","37.7363889"
"1230","Nchiru","0.1325","37.7363889"
"1231","Nchiru","0.1325","37.7363889"
"1232","Ndakaini","-0.8248571","36.8297374"
"1233","Ndakaini","-0.8248571","36.8297374"
"1234","Ndaragwa","-0.0581284","36.531071"
"1235","Ndaragwa","-0.0581284","36.531071"
"1236","Ndaragwa","-0.0581284","36.531071"
"1237","Ndaragwa","-0.0581284","36.531071"
"1238","Ndaragwa","-0.0581284","36.531071"
"1239","Ndaragwa","-0.0581284","36.531071"
"1240","Ndaragwa","-0.0581284","36.531071"
"1241","Ndima-ini","-0.4340446","37.184493"
"1242","Ndinda","-0.5454002","36.5406195"
"1243","Ndinda","-0.5454002","36.5406195"
"1244","Ndinda","-0.5454002","36.5406195"
"1245","Ndithini","-1.5833333","37.7"
"1246","Ndogino","0.0689975","36.4465814"
"1247","Ndogino","0.0689975","36.4465814"
"1248","Ndunyu Njeru","-0.5449804","36.5621393"
"1249","Ndunyu Njeru","-0.5449804","36.5621393"
"1250","Ndunyu Njeru","-0.5449804","36.5621393"
"1251","Ndunyu Njeru","-0.5449804","36.5621393"
"1252","Ndunyu Njeru","-0.5449804","36.5621393"
"1253","Ndunyu Njeru","-0.5449804","36.5621393"
"1254","Ndunyu Njeru","-0.5449804","36.5621393"
"1255","Ndunyu Njeru","-0.5449804","36.5621393"
"1256","Ndunyu Njeru","-0.5449804","36.5621393"
"1257","Ndunyuchege","-0.8768042","36.9174903"
"1258","Ndunyuchege","-0.8768042","36.9174903"
"1259","Ndunyuchege","-0.8768042","36.9174903"
"1260","Ndunyuchege","-0.8768042","36.9174903"
"1261","Near Njabini","-0.7276101","36.6599607"
"1262","Near Njabini","-0.7276101","36.6599607"
"1263","Near Njabini","-0.7276101","36.6599607"
"1264","Near Njabini","-0.7276101","36.6599607"
"1265","New City","28.5620261","77.1630744"
"1266","Ngamwa","-0.6333333","37.1333333"
"1267","Ngano","-0.1053464","36.2719095"
"1268","Ngano","-0.1053464","36.2719095"
"1269","Ngano","-0.1053464","36.2719095"
"1270","ngararia","-0.9479172","37.0222527"
"1271","ngararia","-0.9479172","37.0222527"
"1275","Ngelelya","-1.0387774","37.3971485"
"1276","Ngelelya","-1.0387774","37.3971485"
"1277","Ngethu","-0.9237292","36.902368"
"1278","Ngethu","-0.9237292","36.902368"
"1279","Ngethu","-0.9237292","36.902368"
"1280","Ngobit","-1.3069182","36.8001458"
"1283","Ngorano","-0.7214987","37.2517834"
"1284","Ngorungo","-2.9208111","35.3905046"
"1286","Nguruwe-ini","-0.8742697","37.061187"
"1287","Nguruwe-ini","-0.8742697","37.061187"
"1288","Njabini","-0.7276101","36.6599607"
"1289","Njabini","-0.7276101","36.6599607"
"1290","Njabini","-0.7276101","36.6599607"
"1291","Njabini","-0.7276101","36.6599607"
"1292","Njabini","-0.7276101","36.6599607"
"1293","Njabini","-0.7276101","36.6599607"
"1294","Njabini","-0.7276101","36.6599607"
"1295","Njabini","-0.7276101","36.6599607"
"1296","Njabini","-0.7276101","36.6599607"
"1297","Njabini","-0.7276101","36.6599607"
"1299","North Kinangop Hospital","-0.5551657","36.5539868"
"1300","North Kinangop Hospital","-0.5551657","36.5539868"
"1301","Nyahururu","0.0351644","36.3642919"
"1302","Nyahururu","0.0351644","36.3642919"
"1303","Nyahururu","0.0351644","36.3642919"
"1304","Nyahururu","0.0351644","36.3642919"
"1305","Nyahururu","0.0351644","36.3642919"
"1306","Nyahururu","0.0351644","36.3642919"
"1307","Nyahururu","0.0351644","36.3642919"
"1308","Nyahururu","0.0351644","36.3642919"
"1309","Nyahururu","0.0351644","36.3642919"
"1310","Nyahururu","0.0351644","36.3642919"
"1311","Nyahururu","0.0351644","36.3642919"
"1312","Nyahururu","0.0351644","36.3642919"
"1313","Nyahururu","0.0351644","36.3642919"
"1314","Nyahururu","0.0351644","36.3642919"
"1315","Nyahururu","0.0351644","36.3642919"
"1316","Nyahururu","0.0351644","36.3642919"
"1317","Nyahururu","0.0351644","36.3642919"
"1318","Nyahururu","0.0351644","36.3642919"
"1319","Nyahururu","0.0351644","36.3642919"
"1320","Nyahururu","0.0351644","36.3642919"
"1321","Nyahururu","0.0351644","36.3642919"
"1322","Nyahururu","0.0351644","36.3642919"
"1323","Nyahururu","0.0351644","36.3642919"
"1324","Nyahururu","0.0351644","36.3642919"
"1325","Nyahururu","0.0351644","36.3642919"
"1326","Nyahururu","0.0351644","36.3642919"
"1327","Nyahururu","0.0351644","36.3642919"
"1328","Nyahururu","0.0351644","36.3642919"
"1329","Nyahururu","0.0351644","36.3642919"
"1330","Nyahururu","0.0351644","36.3642919"
"1331","Nyahururu","0.0351644","36.3642919"
"1332","Nyahururu","0.0351644","36.3642919"
"1333","Nyahururu","0.0351644","36.3642919"
"1334","Nyahururu","0.0351644","36.3642919"
"1335","Nyahururu","0.0351644","36.3642919"
"1336","Nyahururu","0.0351644","36.3642919"
"1337","Nyahururu","0.0351644","36.3642919"
"1338","Nyahururu","0.0351644","36.3642919"
"1339","Nyahururu","0.0351644","36.3642919"
"1340","Nyahururu","0.0351644","36.3642919"
"1341","Nyahururu","0.0351644","36.3642919"
"1342","Nyahururu","0.0351644","36.3642919"
"1343","Nyahururu","0.0351644","36.3642919"
"1344","Nyahururu","0.0351644","36.3642919"
"1345","Nyahururu","0.0351644","36.3642919"
"1346","Nyahururu","0.0351644","36.3642919"
"1347","Nyahururu","0.0351644","36.3642919"
"1348","Nyahururu","0.0351644","36.3642919"
"1349","Nyahururu","0.0351644","36.3642919"
"1350","Nyahururu","0.0351644","36.3642919"
"1351","Nyahururu","0.0351644","36.3642919"
"1352","Nyahururu","0.0351644","36.3642919"
"1353","Nyahururu","0.0351644","36.3642919"
"1354","Nyahururu","0.0351644","36.3642919"
"1355","Nyahururu","0.0351644","36.3642919"
"1356","Nyahururu","0.0351644","36.3642919"
"1357","Nyahururu","0.0351644","36.3642919"
"1358","Nyahururu","0.0351644","36.3642919"
"1359","Nyahururu","0.0351644","36.3642919"
"1360","Nyahururu","0.0351644","36.3642919"
"1361","Nyahururu","0.0351644","36.3642919"
"1362","Nyakahura","-0.6967081","37.0951438"
"1365","Nyeri","-0.416667","36.95"
"1366","Nyeri","-0.416667","36.95"
"1367","Nyeri","-0.416667","36.95"
"1368","Nyeri","-0.416667","36.95"
"1369","Nyeri","-0.416667","36.95"
"1370","Nyeri","-0.416667","36.95"
"1371","Nyeri","-0.416667","36.95"
"1372","Nyeri","-0.416667","36.95"
"1373","Nyeri","-0.416667","36.95"
"1374","Nyeri","-0.416667","36.95"
"1375","Nyeri","-0.416667","36.95"
"1376","Nyeri","-0.416667","36.95"
"1377","Nyeri","-0.416667","36.95"
"1378","Nyeri","-0.416667","36.95"
"1379","nyeri","-0.416667","36.95"
"1380","Nyeri","-0.416667","36.95"
"1381","Nyeri","-0.416667","36.95"
"1382","Nyeri","-0.416667","36.95"
"1383","Nyeri","-0.416667","36.95"
"1384","Nyeri","-0.416667","36.95"
"1385","Nyeri","-0.416667","36.95"
"1386","Nyeri","-0.416667","36.95"
"1387","Nyeri","-0.416667","36.95"
"1388","Nyeri","-0.416667","36.95"
"1389","Nyeri","-0.416667","36.95"
"1390","Nyeri","-0.416667","36.95"
"1391","Nyeri","-0.416667","36.95"
"1392","Nyeri","-0.416667","36.95"
"1393","Nyeri","-0.416667","36.95"
"1394","Nyeri","-0.416667","36.95"
"1395","Nyeri","-0.416667","36.95"
"1396","Nyeri","-0.416667","36.95"
"1397","Nyeri","-0.416667","36.95"
"1398","Nyeri","-0.416667","36.95"
"1399","Nyeri","-0.416667","36.95"
"1400","Nyeri","-0.416667","36.95"
"1401","Nyeri","-0.416667","36.95"
"1402","Nyeri","-0.416667","36.95"
"1403","Nyeri","-0.416667","36.95"
"1404","Nyeri","-0.416667","36.95"
"1405","Nyeri","-0.416667","36.95"
"1406","Nyeri","-0.416667","36.95"
"1407","Nyeri","-0.416667","36.95"
"1408","Nyeri","-0.416667","36.95"
"1409","Nyeri","-0.416667","36.95"
"1410","Nyeri","-0.416667","36.95"
"1411","Nyeri","-0.416667","36.95"
"1412","Nyeri","-0.416667","36.95"
"1413","Nyeri","-0.416667","36.95"
"1414","Nyeri","-0.416667","36.95"
"1415","Nyeri","-0.416667","36.95"
"1416","Nyeri","-0.416667","36.95"
"1417","Nyeri","-0.416667","36.95"
"1418","Nyeri","-0.416667","36.95"
"1419","Nyeri","-0.416667","36.95"
